# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Sep 29 21:45:42 2019
#
# User preference: *
#
# CONSTRAINT:  order by pl_pelink asc
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN pl_edelink:     Link to Exoplanet Data Explorer
#
loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_trandep,pl_trandur,pl_tranmid,pl_disc,pl_facility,pl_pelink,pl_edelink
450,HD 142022 A,b,HD 142022 A b,Radial Velocity,0,1,1928.00000000,2.930000,0.530000,,4.44000,Msini,,,0,0,0,0,16h10m15.02s,242.562592,-84d13m53.8s,-84.231613,34.31,34.31,7.700,V (Johnson),7.514,5421.00,0.90,1.04,2018-09-06,,,,2005,La Silla Observatory,http://exoplanet.eu/catalog/hd_142022_a_b/,http://exoplanets.org/detail/HD_142022_b
451,HD 142245,b,HD 142245 b,Radial Velocity,0,1,1299.00000000,2.780000,0.000000,,3.07000,Msini,,,0,0,0,0,15h52m56.28s,238.234497,+15d25m50.5s,15.430708,97.50,97.50,7.630,V (Johnson),7.189,4922.00,3.50,4.63,2018-09-06,,,,2011,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_142245_b/,http://exoplanets.org/detail/HD_142245_b
452,HD 142415,b,HD 142415 b,Radial Velocity,0,1,386.29999000,1.060000,0.500000,,1.67000,Msini,,,0,0,0,0,15h57m40.79s,239.419968,-60d12m00.9s,-60.200256,35.57,35.57,7.327,V (Johnson),7.178,5940.00,1.07,1.04,2018-09-06,,,,2003,La Silla Observatory,http://exoplanet.eu/catalog/hd_142415_b/,http://exoplanets.org/detail/HD_142415_b
453,HD 143105,b,HD 143105 b,Radial Velocity,0,1,2.19740000,0.037900,0.070000,,1.21000,Msini,,,0,0,0,0,15h53m36.56s,238.402328,+68d43m12.4s,68.720116,48.70,46.84,6.750,V (Johnson),6.626,6380.00,1.51,,2016-02-25,,,,2016,Haute-Provence Observatory,http://exoplanet.eu/catalog/hd_143105_b/,
454,HD 143361,b,HD 143361 b,Radial Velocity,0,1,1039.15000000,1.988000,0.197000,,3.53200,Msini,,,0,0,0,0,16h01m50.35s,240.459778,-44d26m04.3s,-44.434536,68.65,68.65,9.200,V (Johnson),9.016,5507.00,0.97,0.92,2019-06-27,,,,2008,Las Campanas Observatory,http://exoplanet.eu/catalog/hd_143361_b/,http://exoplanets.org/detail/HD_143361_b
455,HD 145377,b,HD 145377 b,Radial Velocity,0,1,103.95000000,0.450000,0.310000,,6.02000,Msini,,,0,0,0,0,16h11m36.45s,242.901855,-27d04m41.4s,-27.078173,53.57,53.57,8.095,V (Johnson),7.970,6014.00,1.20,1.05,2018-09-06,,,,2008,La Silla Observatory,http://exoplanet.eu/catalog/hd_145377_b/,http://exoplanets.org/detail/HD_145377_b
456,HD 145457,b,HD 145457 b,Radial Velocity,0,1,176.30000000,0.760000,0.110000,,2.23000,Msini,,,0,0,0,0,16h10m03.91s,242.516312,+26d44m33.9s,26.742750,135.82,135.82,6.566,V (Johnson),6.279,4769.00,1.23,10.52,2018-09-06,,,,2010,Subaru Telescope,http://exoplanet.eu/catalog/hd_145457_b/,http://exoplanets.org/detail/HD_145457_b
457,HD 145934,b,HD 145934 b,Radial Velocity,0,1,2730.00000000,4.600000,0.053000,,2.28000,Msini,,,0,0,0,0,16h13m09.87s,243.291140,+13d14m22.1s,13.239476,229.35,229.35,8.500,V (Johnson),8.241,,1.75,5.38,2015-01-08,,,,2015,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_145934_b/,
458,HD 1461,b,HD 1461 b,Radial Velocity,0,2,5.77152000,0.063400,0.172000,,0.02026,Msini,,,0,0,0,1,00h18m41.87s,4.674448,-08d03m10.8s,-8.053001,23.47,23.47,6.470,V (Johnson),6.290,5765.00,1.02,,2015-11-19,,,,2010,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_1461_b/,http://exoplanets.org/detail/HD_1461_b
459,HD 1461,c,HD 1461 c,Radial Velocity,0,2,13.50520000,0.111700,0.305000,,0.01759,Msini,,,0,0,0,0,00h18m41.87s,4.674448,-08d03m10.8s,-8.053001,23.47,23.47,6.470,V (Johnson),6.290,5765.00,1.02,,2015-11-19,,,,2015,La Silla Observatory,http://exoplanet.eu/catalog/hd_1461_c/,
460,HD 147018,b,HD 147018 b,Radial Velocity,0,2,44.23600000,0.238800,0.468600,,2.12000,Msini,,,0,0,0,0,16h23m00.15s,245.750610,-61d41m19.5s,-61.688763,42.96,40.47,8.300,V (Johnson),8.111,5441.00,0.93,,2019-01-31,,,,2009,La Silla Observatory,http://exoplanet.eu/catalog/hd_147018_b/,http://exoplanets.org/detail/HD_147018_b
461,HD 147018,c,HD 147018 c,Radial Velocity,0,2,1008.00000000,1.922000,0.133000,,6.56000,Msini,,,0,0,0,0,16h23m00.15s,245.750610,-61d41m19.5s,-61.688763,42.96,40.47,8.300,V (Johnson),8.111,5441.00,0.93,,2019-01-31,,,,2009,La Silla Observatory,http://exoplanet.eu/catalog/hd_147018_c/,http://exoplanets.org/detail/HD_147018_c
462,HD 147379,b,HD 147379 b,Radial Velocity,0,1,86.78000000,0.323000,0.070000,,0.08983,Msini,,,0,0,0,0,16h16m42.75s,244.178116,+67d14m19.8s,67.238846,10.77,10.77,8.896,V (Johnson),7.901,4156.00,0.60,,2018-11-08,,,,2017,Calar Alto Observatory,http://exoplanet.eu/catalog/hd_147379_b/,
463,HD 147513,b,HD 147513 b,Radial Velocity,0,1,528.40000000,1.320000,0.260000,,1.21000,Msini,,,0,0,0,0,16h24m01.29s,246.005371,-39d11m34.7s,-39.192982,12.91,12.91,5.390,V (Johnson),5.194,5883.00,1.11,,2019-01-31,,,,2003,La Silla Observatory,http://exoplanet.eu/catalog/hd_147513_b/,http://exoplanets.org/detail/HD_147513_b
464,HD 14787,b,HD 14787 b,Radial Velocity,0,1,676.60000000,1.700000,0.155000,,1.12100,Msini,,,0,0,0,0,02h23m14.05s,35.808552,+10d50m12.3s,10.836746,119.54,119.54,7.630,V (Johnson),7.378,4946.00,1.43,5.01,2018-12-06,,,,2018,W. M. Keck Observatory,,
465,HD 147873,b,HD 147873 b,Radial Velocity,0,2,116.59600000,0.522000,0.207000,,5.14000,Msini,,,0,0,0,0,16h25m45.15s,246.438141,-33d34m01.6s,-33.567120,109.38,109.38,7.960,V (Johnson),7.818,5972.00,1.38,2.29,2016-11-10,,,,2016,Multiple Observatories,http://exoplanet.eu/catalog/hd_147873_b/,
466,HD 147873,c,HD 147873 c,Radial Velocity,0,2,491.54000000,1.360000,0.230000,,2.30000,Msini,,,0,0,0,0,16h25m45.15s,246.438141,-33d34m01.6s,-33.567120,109.38,109.38,7.960,V (Johnson),7.818,5972.00,1.38,2.29,2016-11-10,,,,2016,Multiple Observatories,http://exoplanet.eu/catalog/hd_147873_c/,
467,HD 148156,b,HD 148156 b,Radial Velocity,0,1,1027.00000000,2.450000,0.520000,,0.85000,Msini,,,0,0,0,0,16h28m17.28s,247.072006,-46d19m03.4s,-46.317623,57.22,57.22,7.689,V (Johnson),7.555,6308.00,1.22,1.21,2019-01-31,,,,2009,La Silla Observatory,http://exoplanet.eu/catalog/hd_148156_b/,http://exoplanets.org/detail/HD_148156_b
468,HD 148164,b,HD 148164 b,Radial Velocity,0,2,328.55000000,0.993000,0.587000,,1.23000,Msini,,,0,0,0,0,16h25m44.53s,246.435547,+11d55m08.6s,11.919066,77.37,77.37,8.230,V (Johnson),8.091,6032.00,1.21,1.34,2018-09-27,,,,2018,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_148164_b/,
469,HD 148164,c,HD 148164 c,Radial Velocity,0,2,5062.00000000,6.150000,0.125000,,5.16000,Msini,,,0,0,0,0,16h25m44.53s,246.435547,+11d55m08.6s,11.919066,77.37,77.37,8.230,V (Johnson),8.091,6032.00,1.21,1.34,2018-09-27,,,,2018,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_148164_c/,
470,HD 148284,b,HD 148284 b,Radial Velocity,0,1,339.33100000,0.974000,0.389260,,33.70000,Msini,,,0,0,0,0,16h25m48.41s,246.451721,+30d15m54.5s,30.265127,121.61,121.61,9.010,V (Johnson),8.835,5572.00,1.07,1.48,2018-09-27,,,,2018,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_148284_b/,
471,HD 148427,b,HD 148427 b,Radial Velocity,0,1,331.50000000,1.040000,0.160000,,1.30000,Msini,,,0,0,0,0,16h28m28.15s,247.117294,-13d23m58.7s,-13.399640,71.50,71.50,6.895,V (Johnson),6.635,5025.00,1.64,3.86,2018-09-06,,,,2009,Lick Observatory,http://exoplanet.eu/catalog/hd_148427_b/,http://exoplanets.org/detail/HD_148427_b
472,HD 149026,b,HD 149026 b,Radial Velocity,0,1,2.87589000,,0.000000,84.550,0.38000,Mass,0.740,,0,0,0,0,16h30m29.62s,247.623413,+38d20m50.3s,38.347309,76.03,76.03,8.150,V (Johnson),8.014,6179.00,1.42,1.41,2018-04-26,0.290000,,,2005,Subaru Telescope,http://exoplanet.eu/catalog/hd_149026_b/,http://exoplanets.org/detail/HD_149026_b
473,HD 149143,b,HD 149143 b,Radial Velocity,0,1,4.07182000,0.053000,0.016700,,1.33000,Msini,,,0,0,0,1,16h32m51.05s,248.212708,+02d05m05.4s,2.084832,73.43,73.43,7.890,V (Johnson),7.741,5856.00,1.20,1.44,2018-09-27,,,,2005,Haute-Provence Observatory,http://exoplanet.eu/catalog/hd_149143_b/,http://exoplanets.org/detail/HD_149143_b
474,HD 1502,b,HD 1502 b,Radial Velocity,0,1,428.50000000,1.262000,0.031000,,2.75000,Msini,,,0,0,0,0,00h19m17.07s,4.821110,+14d03m17.1s,14.054755,191.96,191.96,8.360,V (Johnson),8.104,4947.00,1.46,4.67,2018-12-06,,,,2011,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_1502_b/,http://exoplanets.org/detail/HD_1502_b
475,HD 150706,b,HD 150706 b,Radial Velocity,0,1,5894.00000000,6.700000,0.380000,,2.71000,Msini,,,0,0,0,0,16h31m17.59s,247.823273,+79d47m23.2s,79.789772,28.29,28.29,7.020,V (Johnson),6.850,5961.00,1.17,0.96,2014-07-23,,,,2012,Haute-Provence Observatory,http://exoplanet.eu/catalog/hd_150706_b/,
476,HD 152079,b,HD 152079 b,Radial Velocity,0,1,2918.92000000,4.187000,0.532000,,2.66100,Msini,,,0,0,0,0,16h53m29.74s,253.373901,-46d19m58.6s,-46.332958,88.11,88.11,9.182,V (Johnson),9.011,5907.00,1.15,1.13,2019-06-27,,,,2009,Las Campanas Observatory,http://exoplanet.eu/catalog/hd_152079_b/,
477,HD 152581,b,HD 152581 b,Radial Velocity,0,1,686.50000000,1.660000,0.040000,,1.86900,Msini,,,0,0,0,0,16h53m43.58s,253.431595,+11d58m25.5s,11.973746,166.54,166.54,8.380,V (Johnson),8.127,5027.00,1.30,5.14,2018-12-06,,,,2011,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_152581_b/,http://exoplanets.org/detail/HD_152581_b
478,HD 15337,b,HD 15337 b,Transit,0,2,4.75615000,0.052200,0.090000,88.500,0.02363,Mass,0.146,9.30000,0,0,0,0,02h27m28.38s,36.868240,-27d38m06.7s,-27.635206,44.87,44.87,9.088,V (Johnson),8.856,5125.00,0.90,0.86,2019-05-16,,0.1037500,2458411.461560,2019,Transiting Exoplanet Survey Satellite (TESS),,
479,HD 15337,c,HD 15337 c,Transit,0,2,17.17840000,0.126800,0.050000,88.500,0.02552,Mass,0.213,3.23000,0,0,0,0,02h27m28.38s,36.868240,-27d38m06.7s,-27.635206,44.87,44.87,9.088,V (Johnson),8.856,5125.00,0.90,0.86,2019-05-16,,0.0937500,2458414.550100,2019,Transiting Exoplanet Survey Satellite (TESS),,
480,HD 153950,b,HD 153950 b,Radial Velocity,0,1,499.39999000,1.280000,0.340000,,2.95000,Msini,,,0,0,0,0,17h04m30.87s,256.128632,-43d18m35.2s,-43.309769,48.52,48.52,7.390,V (Johnson),7.238,6124.00,1.25,1.28,2018-09-06,,,,2008,La Silla Observatory,http://exoplanet.eu/catalog/hd_153950_b/,http://exoplanets.org/detail/HD_153950_b
481,HD 154345,b,HD 154345 b,Radial Velocity,0,1,3341.55884000,4.210000,0.040000,,0.82000,Msini,,,0,0,0,0,17h02m36.41s,255.651688,+47d04m54.8s,47.081882,18.29,18.29,6.760,V (Johnson),6.568,5468.00,0.71,0.85,2018-09-06,,,,2006,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_154345_b/,http://exoplanets.org/detail/HD_154345_b
482,HD 154672,b,HD 154672 b,Radial Velocity,0,1,163.94000000,0.600000,0.610000,,5.37000,Msini,,,0,0,0,0,17h10m04.91s,257.520477,-56d26m57.4s,-56.449268,63.16,63.16,8.210,V (Johnson),8.037,5743.00,1.18,1.32,2018-09-06,,,,2008,Las Campanas Observatory,http://exoplanet.eu/catalog/hd_154672_b/,http://exoplanets.org/detail/HD_154672_b
483,HD 154857,b,HD 154857 b,Radial Velocity,0,2,408.60001000,1.290000,0.460000,,2.45000,Msini,,,0,0,0,0,17h11m15.73s,257.815521,-56d40m50.9s,-56.680798,63.56,63.56,7.238,V (Johnson),7.048,5589.00,1.96,2.30,2018-09-06,,,,2004,Anglo-Australian Telescope,http://exoplanet.eu/catalog/hd_154857_b/,http://exoplanets.org/detail/HD_154857_b
484,HD 154857,c,HD 154857 c,Radial Velocity,0,2,3452.00000000,5.360000,0.060000,,2.58000,Msini,,,0,0,0,0,17h11m15.73s,257.815521,-56d40m50.9s,-56.680798,63.56,63.56,7.238,V (Johnson),7.048,5589.00,1.96,2.30,2014-05-14,,,,2014,Anglo-Australian Telescope,http://exoplanet.eu/catalog/hd_154857_c/,http://exoplanets.org/detail/HD_154857_c
485,HD 155233,b,HD 155233 b,Radial Velocity,0,1,818.80000000,2.000000,0.040000,,2.60000,Msini,,,0,0,0,0,17h11m04.37s,257.768188,-20d39m16.5s,-20.654570,75.13,74.39,6.818,V (Johnson),6.545,4960.00,1.69,5.03,2016-03-17,,,,2015,Anglo-Australian Telescope,http://exoplanet.eu/catalog/hd_155233_b/,
486,HD 155358,b,HD 155358 b,Radial Velocity,0,2,194.30000000,0.630000,0.170000,,0.99000,Msini,,,0,0,0,0,17h09m34.61s,257.394226,+33d21m21.1s,33.355854,43.67,43.67,7.270,V (Johnson),7.121,5905.00,1.15,1.38,2018-09-06,,,,2007,McDonald Observatory,http://exoplanet.eu/catalog/hd_155358_b/,http://exoplanets.org/detail/HD_155358_b
487,HD 155358,c,HD 155358 c,Radial Velocity,0,2,391.90000000,1.020000,0.160000,,0.82000,Msini,,,0,0,0,0,17h09m34.61s,257.394226,+33d21m21.1s,33.355854,43.67,43.67,7.270,V (Johnson),7.121,5905.00,1.15,1.38,2019-01-31,,,,2007,McDonald Observatory,http://exoplanet.eu/catalog/hd_155358_c/,http://exoplanets.org/detail/HD_155358_c
488,HD 156279,b,HD 156279 b,Radial Velocity,0,2,131.05000000,0.490000,0.710000,,9.88000,Msini,,,0,0,0,0,17h12m23.20s,258.096680,+63d21m07.5s,63.352093,36.23,36.23,8.100,V (Johnson),7.866,5453.00,0.95,0.95,2018-09-06,,,,2011,Haute-Provence Observatory,http://exoplanet.eu/catalog/hd_156279_b/,http://exoplanets.org/detail/HD_156279_b
489,HD 156279,c,HD 156279 c,Radial Velocity,0,2,4191.00000000,,0.231000,,8.60000,Msini,,,0,0,0,0,17h12m23.20s,258.096680,+63d21m07.5s,63.352093,36.23,36.23,8.100,V (Johnson),7.866,5453.00,0.95,0.95,2018-11-29,,,,2018,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_156279_c/,
490,HD 156411,b,HD 156411 b,Radial Velocity,0,1,842.20000000,1.880000,0.220000,,0.74000,Msini,,,0,0,0,0,17h19m51.40s,259.964172,-48d32m57.6s,-48.549320,56.96,56.96,6.673,V (Johnson),6.512,5900.00,1.25,2.16,2014-06-25,,,,2009,La Silla Observatory,http://exoplanet.eu/catalog/hd_156411_b/,http://exoplanets.org/detail/HD_156411_b
491,HD 156668,b,HD 156668 b,Radial Velocity,0,1,4.64550000,0.050000,0.000000,,0.01300,Msini,,,0,0,0,1,17h17m40.49s,259.418701,+29d13m38.0s,29.227226,24.35,24.35,8.420,V (Johnson),8.108,4850.00,0.77,0.72,2019-01-31,,,,2010,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_156668_b/,http://exoplanets.org/detail/HD_156668_b
492,HD 156846,b,HD 156846 b,Radial Velocity,0,1,359.51001000,1.120000,0.850000,,10.67000,Msini,,,0,0,0,0,17h20m34.31s,260.142944,-19d20m01.5s,-19.333746,47.80,47.80,6.506,V (Johnson),6.358,6090.00,1.38,1.90,2018-09-06,,,,2007,La Silla Observatory,http://exoplanet.eu/catalog/hd_156846_b/,http://exoplanets.org/detail/HD_156846_b
493,HD 158038,b,HD 158038 b,Radial Velocity,0,1,521.00000000,1.500000,0.290000,,1.53000,Msini,,,0,0,0,0,17h25m45.43s,261.439301,+27d18m12.0s,27.303341,95.12,95.12,7.640,V (Johnson),7.207,4860.00,1.30,4.50,2018-09-06,,,,2011,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_158038_b/,http://exoplanets.org/detail/HD_158038_b
494,HD 158996,b,HD 158996 b,Radial Velocity,0,1,820.20000000,2.100000,0.130000,,14.00000,Msini,,,0,0,0,0,17h19m37.11s,259.904633,+80d08m11.0s,80.136398,285.91,285.91,5.706,V (Johnson),5.152,4069.00,1.80,50.30,2018-04-12,,,,2018,Bohyunsan Optical Astronomical Observatory,http://exoplanet.eu/catalog/hd_158996_b/,
495,HD 159243,b,HD 159243 b,Radial Velocity,0,2,12.62000000,0.110000,0.020000,,1.13000,Msini,,,0,0,0,0,17h33m21.55s,263.339783,+05d42m02.6s,5.700733,73.46,73.46,8.646,V (Johnson),8.512,6123.00,1.12,1.12,2014-05-14,,,,2013,Haute-Provence Observatory,http://exoplanet.eu/catalog/hd_159243_b/,http://exoplanets.org/detail/HD_159243_b
496,HD 159243,c,HD 159243 c,Radial Velocity,0,2,248.40000000,0.800000,0.075000,,1.90000,Msini,,,0,0,0,0,17h33m21.55s,263.339783,+05d42m02.6s,5.700733,73.46,73.46,8.646,V (Johnson),8.512,6123.00,1.12,1.12,2014-05-14,,,,2013,Haute-Provence Observatory,http://exoplanet.eu/catalog/hd_159243_c/,http://exoplanets.org/detail/HD_159243_c
497,HD 159868,b,HD 159868 b,Radial Velocity,0,2,1184.10000000,2.320000,0.024000,,2.21800,Msini,,,0,0,0,0,17h38m59.52s,264.748016,-43d08m43.9s,-43.145515,55.94,55.94,7.240,V (Johnson),7.046,5534.00,1.19,2.13,2018-12-06,,,,2006,Anglo-Australian Telescope,http://exoplanet.eu/catalog/hd_159868_b/,http://exoplanets.org/detail/HD_159868_b
498,HD 159868,c,HD 159868 c,Radial Velocity,0,2,351.00000000,1.032000,0.184000,,0.76800,Msini,,,0,0,0,0,17h38m59.52s,264.748016,-43d08m43.9s,-43.145515,55.94,55.94,7.240,V (Johnson),7.046,5534.00,1.19,2.13,2018-12-06,,,,2012,Anglo-Australian Telescope,http://exoplanet.eu/catalog/hd_159868_c/,http://exoplanets.org/detail/HD_159868_c
499,HD 1605,b,HD 1605 b,Radial Velocity,0,2,577.20000000,1.492000,0.095000,,0.93400,Msini,,,0,0,0,0,00h20m31.52s,5.131330,+30d58m29.3s,30.974804,89.03,89.03,7.520,V (Johnson),7.257,4915.00,1.33,3.49,2018-09-27,,,,2015,Multiple Observatories,http://exoplanet.eu/catalog/hd_1605_b/,
500,HD 1605,c,HD 1605 c,Radial Velocity,0,2,2149.00000000,3.584000,0.099000,,3.62000,Msini,,,0,0,0,0,00h20m31.52s,5.131330,+30d58m29.3s,30.974804,89.03,89.03,7.520,V (Johnson),7.257,4915.00,1.33,3.49,2018-09-27,,,,2015,Multiple Observatories,http://exoplanet.eu/catalog/hd_1605_c/,
501,HD 160691,b,HD 160691 b,Radial Velocity,0,4,643.25000000,1.497000,0.128000,,1.67600,Msini,,,0,0,0,0,17h44m08.70s,266.036255,-51d50m02.6s,-51.834053,15.61,15.61,5.150,V (Johnson),4.905,,1.08,,2019-03-28,,,,2000,Anglo-Australian Telescope,http://exoplanet.eu/catalog/mu_ara_b/,http://exoplanets.org/detail/mu_Ara_b
502,HD 160691,c,HD 160691 c,Radial Velocity,0,4,4205.80000000,5.235000,0.098500,,1.81400,Msini,,,0,0,0,1,17h44m08.70s,266.036255,-51d50m02.6s,-51.834053,15.61,15.61,5.150,V (Johnson),4.905,,1.08,,2014-08-21,,,,2004,Anglo-Australian Telescope,http://exoplanet.eu/catalog/mu_ara_c/,http://exoplanets.org/detail/mu_Ara_c
503,HD 160691,d,HD 160691 d,Radial Velocity,0,4,9.63860000,0.090940,0.172000,,0.03321,Msini,,,0,0,0,1,17h44m08.70s,266.036255,-51d50m02.6s,-51.834053,15.61,15.61,5.150,V (Johnson),4.905,,1.08,,2014-08-21,,,,2004,La Silla Observatory,http://exoplanet.eu/catalog/mu_ara_d/,http://exoplanets.org/detail/mu_Ara_d
504,HD 160691,e,HD 160691 e,Radial Velocity,0,4,310.55000000,0.921000,0.066600,,0.52190,Msini,,,0,0,0,1,17h44m08.70s,266.036255,-51d50m02.6s,-51.834053,15.61,15.61,5.150,V (Johnson),4.905,,1.08,,2014-08-21,,,,2006,La Silla Observatory,http://exoplanet.eu/catalog/mu_ara_e/,http://exoplanets.org/detail/mu_Ara_e
505,HD 16141,b,HD 16141 b,Radial Velocity,0,1,75.52300000,0.360000,0.250000,,0.26000,Msini,,,0,0,0,0,02h35m19.93s,38.833035,-03d33m38.2s,-3.560602,37.83,37.83,6.830,V (Johnson),6.658,5757.00,1.11,1.48,2018-09-06,,,,2000,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_16141_b/,http://exoplanets.org/detail/HD_16141_b
506,HD 16175,b,HD 16175 b,Radial Velocity,0,1,990.00000000,2.120000,0.600000,,5.10000,Msini,,,0,0,0,0,02h37m01.91s,39.257961,+42d03m45.5s,42.062634,59.96,59.96,7.282,V (Johnson),7.129,5981.00,1.63,1.72,2018-09-06,,,,2009,Lick Observatory,http://exoplanet.eu/catalog/hd_16175_b/,http://exoplanets.org/detail/HD_16175_b
507,HD 162020,b,HD 162020 b,Radial Velocity,0,1,8.42820000,0.080000,0.280000,,9.84000,Msini,,,0,0,0,0,17h50m38.36s,267.659821,-40d19m06.1s,-40.318348,30.85,30.85,9.100,V (Johnson),8.759,4723.00,0.42,0.75,2018-09-06,,,,2002,La Silla Observatory,http://exoplanet.eu/catalog/hd_162020_b/,http://exoplanets.org/detail/HD_162020_b
508,HD 163607,b,HD 163607 b,Radial Velocity,0,2,75.22030000,0.362000,0.744100,,0.78360,Msini,,,0,0,0,0,17h53m40.50s,268.418732,+56d23m31.0s,56.391956,67.92,67.92,8.000,V (Johnson),7.813,5522.00,1.12,1.76,2018-12-06,,,,2010,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_163607_b/,http://exoplanets.org/detail/HD_163607_b
509,HD 163607,c,HD 163607 c,Radial Velocity,0,2,1272.00000000,2.390000,0.080000,,2.20100,Msini,,,0,0,0,0,17h53m40.50s,268.418732,+56d23m31.0s,56.391956,67.92,67.92,8.000,V (Johnson),7.813,5522.00,1.12,1.76,2018-12-06,,,,2010,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_163607_c/,http://exoplanets.org/detail/HD_163607_c
510,HD 16417,b,HD 16417 b,Radial Velocity,0,1,17.24000000,0.140000,0.200000,,0.06960,Msini,,,0,0,0,1,02h36m58.61s,39.244198,-34d34m40.7s,-34.577976,25.41,25.41,5.780,V (Johnson),5.594,,1.20,,2019-01-31,,,,2008,Anglo-Australian Telescope,http://exoplanet.eu/catalog/hd_16417_b/,http://exoplanets.org/detail/HD_16417_b
511,HD 164509,b,HD 164509 b,Radial Velocity,0,1,280.17000000,0.870000,0.238000,,0.44300,Msini,,,0,0,0,0,18h01m31.23s,270.380127,+00d06m16.4s,0.104556,53.19,53.19,8.100,V (Johnson),7.956,5859.00,1.12,1.11,2018-09-27,,,,2010,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_164509_b/,http://exoplanets.org/detail/HD_164509_b
512,HD 164595,b,HD 164595 b,Radial Velocity,0,1,40.00000000,0.230000,0.088000,,0.05078,Msini,,,0,0,0,0,18h00m38.89s,270.162048,+29d34m18.9s,29.571922,28.28,28.28,7.100,V (Johnson),6.895,5790.00,0.99,,2015-09-10,,,,2015,Haute-Provence Observatory,http://exoplanet.eu/catalog/hd_164595_b/,
513,HD 164604,b,HD 164604 b,Radial Velocity,0,1,641.47200000,1.331000,0.350000,,1.99792,Msini,,,0,0,0,0,18h03m06.94s,270.778900,-28d33m38.3s,-28.560644,39.41,39.41,9.700,V (Johnson),9.328,4684.00,0.77,,2019-05-23,,,,2009,Las Campanas Observatory,http://exoplanet.eu/catalog/hd_164604_b/,http://exoplanets.org/detail/HD_164604_b
514,HD 164922,b,HD 164922 b,Radial Velocity,0,2,1155.00000000,2.100000,0.050000,,0.31000,Msini,,,0,0,0,0,18h02m30.86s,270.628601,+26d18m46.8s,26.313002,22.02,22.02,6.990,V (Johnson),6.786,5372.00,0.76,0.97,2018-09-06,,,,2005,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_164922_b/,http://exoplanets.org/detail/HD_164922_b
